nikkeidate,nikkeiprice,nikkeiopen,nikkeihigh,nikkeilow
21-Jun-18,"22,693.04","22,523.28","22,782.01","22,491.08"
22-Jun-18,"22,516.83","22,456.45","22,535.65","22,414.18"
25-Jun-18,"22,338.15","22,543.56","22,556.55","22,312.79"
26-Jun-18,"22,342.00","22,160.33","22,368.78","22,104.12"
27-Jun-18,"22,271.77","22,320.88","22,356.54","22,205.34"
28-Jun-18,"22,270.39","22,195.19","22,299.39","22,038.40"
29-Jun-18,"22,304.51","22,314.47","22,332.82","22,145.48"
2-Jul-18,"21,811.93","22,233.80","22,312.25","21,784.48"
3-Jul-18,"21,785.54","21,889.06","21,927.81","21,574.56"
4-Jul-18,"21,717.04","21,679.00","21,784.00","21,604.18"
5-Jul-18,"21,546.99","21,697.44","21,751.50","21,462.95"
6-Jul-18,"21,788.14","21,647.66","21,866.16","21,642.96"
9-Jul-18,"22,052.18","21,838.53","22,105.95","21,825.76"
10-Jul-18,"22,196.89","22,215.34","22,321.60","22,196.89"
11-Jul-18,"21,932.21","22,002.14","22,044.62","21,744.25"
12-Jul-18,"22,187.96","22,036.87","22,233.52","22,019.19"
13-Jul-18,"22,597.35","22,397.62","22,692.86","22,316.52"
17-Jul-18,"22,697.36","22,605.73","22,832.22","22,575.42"
18-Jul-18,"22,794.19","22,917.52","22,949.32","22,794.19"
19-Jul-18,"22,764.68","22,871.62","22,926.47","22,761.87"
20-Jul-18,"22,697.88","22,734.56","22,869.98","22,541.35"
23-Jul-18,"22,396.99","22,480.33","22,507.17","22,341.87"
24-Jul-18,"22,510.48","22,555.05","22,555.05","22,416.23"
25-Jul-18,"22,614.25","22,594.28","22,645.66","22,547.14"
26-Jul-18,"22,586.87","22,711.59","22,717.15","22,549.77"
27-Jul-18,"22,712.75","22,646.48","22,712.75","22,593.20"
30-Jul-18,"22,544.84","22,613.30","22,631.32","22,518.94"
31-Jul-18,"22,553.72","22,472.12","22,678.06","22,352.21"
1-Aug-18,"22,746.70","22,642.18","22,775.47","22,615.98"
2-Aug-18,"22,512.53","22,676.73","22,754.73","22,464.81"
3-Aug-18,"22,525.18","22,585.54","22,613.50","22,490.57"
6-Aug-18,"22,507.32","22,536.05","22,635.68","22,486.74"
7-Aug-18,"22,662.74","22,514.31","22,666.68","22,499.05"
8-Aug-18,"22,644.31","22,666.56","22,800.61","22,610.29"
9-Aug-18,"22,598.39","22,591.54","22,648.88","22,497.99"
10-Aug-18,"22,298.08","22,606.91","22,608.86","22,272.69"
13-Aug-18,"21,857.43","22,117.57","22,124.60","21,851.32"
14-Aug-18,"22,356.08","22,053.07","22,356.08","22,047.19"
15-Aug-18,"22,204.22","22,368.12","22,380.28","22,110.29"
16-Aug-18,"22,192.04","21,980.82","22,240.42","21,871.70"
17-Aug-18,"22,270.38","22,313.19","22,340.95","22,244.10"
20-Aug-18,"22,199.00","22,267.07","22,288.31","22,150.75"
21-Aug-18,"22,219.73","22,110.54","22,306.83","22,053.14"
22-Aug-18,"22,362.55","22,270.04","22,390.20","22,162.81"
23-Aug-18,"22,410.82","22,420.67","22,463.03","22,377.88"
24-Aug-18,"22,601.77","22,484.01","22,602.24","22,452.42"
27-Aug-18,"22,799.64","22,693.69","22,838.06","22,682.39"
28-Aug-18,"22,813.47","22,967.74","23,006.77","22,813.47"
29-Aug-18,"22,848.22","22,820.86","22,968.18","22,819.97"
30-Aug-18,"22,869.50","23,020.18","23,032.17","22,832.83"
31-Aug-18,"22,865.15","22,733.25","22,890.61","22,678.03"
3-Sep-18,"22,707.38","22,819.17","22,820.48","22,684.43"
4-Sep-18,"22,696.90","22,740.05","22,753.18","22,612.15"
5-Sep-18,"22,580.83","22,663.80","22,692.25","22,570.52"
6-Sep-18,"22,487.94","22,458.97","22,535.34","22,416.63"
7-Sep-18,"22,307.06","22,351.84","22,372.89","22,172.90"
10-Sep-18,"22,373.09","22,253.65","22,396.88","22,249.61"
11-Sep-18,"22,664.69","22,469.78","22,667.85","22,457.10"
12-Sep-18,"22,604.61","22,702.71","22,709.37","22,522.17"
13-Sep-18,"22,821.32","22,657.95","22,858.41","22,643.88"
14-Sep-18,"23,094.67","23,035.78","23,105.28","22,965.48"
18-Sep-18,"23,420.54","23,042.19","23,481.53","23,039.26"
19-Sep-18,"23,672.52","23,754.96","23,842.05","23,672.52"
20-Sep-18,"23,674.93","23,752.79","23,781.75","23,582.15"
21-Sep-18,"23,869.93","23,848.63","23,971.41","23,764.05"
25-Sep-18,"23,940.26","23,881.85","23,950.98","23,808.95"
26-Sep-18,"24,033.79","23,846.60","24,033.79","23,833.92"
27-Sep-18,"23,796.74","23,946.43","24,089.32","23,778.04"
28-Sep-18,"24,120.04","24,080.01","24,286.10","24,021.27"
1-Oct-18,"24,245.76","24,173.37","24,306.54","24,123.50"
2-Oct-18,"24,270.62","24,376.17","24,448.07","24,217.26"
3-Oct-18,"24,110.96","24,219.19","24,260.63","24,030.59"
4-Oct-18,"23,975.62","24,242.06","24,247.82","23,923.26"
5-Oct-18,"23,783.72","23,781.76","23,928.62","23,730.19"
9-Oct-18,"23,469.39","23,550.47","23,587.05","23,442.46"
10-Oct-18,"23,506.04","23,538.92","23,589.38","23,373.54"
11-Oct-18,"22,590.86","23,043.37","23,051.19","22,459.02"
12-Oct-18,"22,694.66","22,323.43","22,711.13","22,323.43"
15-Oct-18,"22,271.30","22,501.33","22,520.59","22,261.92"
16-Oct-18,"22,549.24","22,298.20","22,549.24","22,269.53"
17-Oct-18,"22,841.12","22,806.59","22,959.41","22,765.58"
18-Oct-18,"22,658.16","22,871.28","22,873.13","22,637.29"
19-Oct-18,"22,532.08","22,342.00","22,551.67","22,212.57"
22-Oct-18,"22,614.82","22,374.21","22,672.25","22,271.59"
23-Oct-18,"22,010.78","22,404.14","22,410.15","21,993.07"
24-Oct-18,"22,091.18","22,167.76","22,207.09","21,911.42"
25-Oct-18,"21,268.73","21,676.83","21,703.21","21,204.40"
26-Oct-18,"21,184.60","21,440.84","21,476.66","20,971.93"
29-Oct-18,"21,149.80","21,323.61","21,465.99","21,109.97"
30-Oct-18,"21,457.29","21,049.52","21,568.40","21,035.88"
31-Oct-18,"21,920.46","21,569.56","21,920.46","21,530.39"
1-Nov-18,"21,687.65","21,906.41","21,906.41","21,628.45"
2-Nov-18,"22,243.66","21,761.58","22,308.42","21,751.33"
5-Nov-18,"21,898.99","22,002.47","22,051.65","21,865.98"
6-Nov-18,"22,147.75","22,018.87","22,160.83","21,994.28"
7-Nov-18,"22,085.80","22,189.74","22,444.65","21,996.94"
8-Nov-18,"22,486.92","22,446.01","22,583.43","22,421.00"
9-Nov-18,"22,250.25","22,471.31","22,494.58","22,226.01"
12-Nov-18,"22,269.88","22,121.70","22,324.01","22,046.29"
13-Nov-18,"21,810.52","21,885.24","21,892.29","21,484.65"
14-Nov-18,"21,846.48","21,851.13","21,990.41","21,764.88"
15-Nov-18,"21,803.62","21,670.35","21,818.73","21,613.53"
16-Nov-18,"21,680.34","21,804.90","21,873.74","21,663.99"
19-Nov-18,"21,821.16","21,679.03","21,852.92","21,665.29"
20-Nov-18,"21,583.12","21,582.69","21,687.12","21,526.95"
21-Nov-18,"21,507.54","21,286.81","21,555.61","21,243.38"
22-Nov-18,"21,646.55","21,582.47","21,684.64","21,484.98"
26-Nov-18,"21,812.00","21,647.69","21,838.10","21,622.60"
27-Nov-18,"21,952.40","21,967.98","22,006.83","21,816.05"
28-Nov-18,"22,177.02","22,036.72","22,216.98","22,032.72"
29-Nov-18,"22,262.60","22,360.98","22,437.95","22,241.17"
30-Nov-18,"22,351.06","22,274.97","22,362.20","22,231.96"
3-Dec-18,"22,574.76","22,629.39","22,698.79","22,550.29"
4-Dec-18,"22,036.05","22,533.97","22,576.62","22,033.41"
5-Dec-18,"21,919.33","21,755.17","21,979.18","21,708.82"
6-Dec-18,"21,501.62","21,766.50","21,805.02","21,307.72"
7-Dec-18,"21,678.68","21,643.75","21,734.94","21,506.45"
10-Dec-18,"21,219.50","21,319.47","21,365.78","21,169.96"
11-Dec-18,"21,148.02","21,273.04","21,279.02","21,062.31"
12-Dec-18,"21,602.75","21,348.40","21,631.47","21,320.72"
13-Dec-18,"21,816.19","21,755.13","21,871.34","21,675.66"
14-Dec-18,"21,374.83","21,638.96","21,751.31","21,353.94"
17-Dec-18,"21,506.88","21,391.73","21,563.27","21,363.67"
18-Dec-18,"21,115.45","21,275.51","21,330.36","21,101.44"
19-Dec-18,"20,987.92","21,107.17","21,168.62","20,880.73"
20-Dec-18,"20,392.58","20,779.93","20,841.34","20,282.93"
21-Dec-18,"20,166.19","20,310.50","20,334.73","20,006.67"
25-Dec-18,"19,155.74","19,785.43","19,785.43","19,117.96"
26-Dec-18,"19,327.06","19,302.59","19,530.35","18,948.58"
27-Dec-18,"20,077.62","19,706.19","20,211.57","19,701.76"
28-Dec-18,"20,014.77","19,957.88","20,084.38","19,900.04"
4-Jan-19,"19,561.96","19,655.13","19,692.58","19,241.37"
7-Jan-19,"20,038.97","19,944.61","20,266.22","19,920.80"
8-Jan-19,"20,204.04","20,224.67","20,347.92","20,106.36"
9-Jan-19,"20,427.06","20,366.30","20,494.35","20,331.20"
10-Jan-19,"20,163.80","20,270.88","20,345.92","20,101.93"
11-Jan-19,"20,359.70","20,296.45","20,389.89","20,294.74"
15-Jan-19,"20,555.29","20,264.82","20,571.28","20,204.43"
16-Jan-19,"20,442.75","20,575.72","20,580.25","20,323.32"
17-Jan-19,"20,402.27","20,544.23","20,571.75","20,342.46"
18-Jan-19,"20,666.07","20,472.81","20,682.12","20,454.13"
21-Jan-19,"20,719.33","20,848.38","20,892.68","20,678.26"
22-Jan-19,"20,622.91","20,770.06","20,805.93","20,558.30"
23-Jan-19,"20,593.72","20,453.44","20,686.29","20,438.22"
24-Jan-19,"20,574.63","20,506.24","20,620.72","20,467.59"
25-Jan-19,"20,773.56","20,598.64","20,844.31","20,598.64"
28-Jan-19,"20,649.00","20,746.29","20,759.48","20,624.55"
29-Jan-19,"20,664.64","20,555.44","20,673.66","20,406.22"
30-Jan-19,"20,556.54","20,701.62","20,706.27","20,527.53"
31-Jan-19,"20,773.49","20,832.91","20,869.42","20,682.91"
1-Feb-19,"20,788.39","20,797.03","20,929.63","20,741.98"
4-Feb-19,"20,883.77","20,831.90","20,922.58","20,823.68"
5-Feb-19,"20,844.45","20,960.47","20,981.23","20,823.18"
6-Feb-19,"20,874.06","20,928.87","20,971.66","20,860.99"
7-Feb-19,"20,751.28","20,812.22","20,844.77","20,665.51"
8-Feb-19,"20,333.17","20,510.50","20,562.39","20,315.31"
12-Feb-19,"20,864.21","20,442.55","20,885.88","20,428.57"
13-Feb-19,"21,144.48","21,029.93","21,213.74","20,992.88"
14-Feb-19,"21,139.71","21,147.89","21,235.62","21,102.16"
15-Feb-19,"20,900.63","21,051.51","21,051.51","20,853.33"
18-Feb-19,"21,281.85","21,217.32","21,306.36","21,189.97"
19-Feb-19,"21,302.65","21,256.58","21,344.17","21,217.16"
20-Feb-19,"21,431.49","21,346.04","21,494.85","21,315.39"
21-Feb-19,"21,464.23","21,422.31","21,553.35","21,318.74"
22-Feb-19,"21,425.51","21,376.36","21,451.23","21,348.67"
25-Feb-19,"21,528.23","21,567.66","21,590.03","21,505.07"
26-Feb-19,"21,449.39","21,556.02","21,610.88","21,405.84"
27-Feb-19,"21,556.51","21,504.61","21,578.81","21,492.65"
28-Feb-19,"21,385.16","21,536.55","21,536.55","21,364.09"
1-Mar-19,"21,602.69","21,490.02","21,641.58","21,490.02"
4-Mar-19,"21,822.04","21,812.81","21,860.39","21,740.92"
5-Mar-19,"21,726.28","21,712.80","21,798.38","21,659.04"
6-Mar-19,"21,596.81","21,659.03","21,684.60","21,550.45"
7-Mar-19,"21,456.01","21,456.88","21,472.16","21,402.12"
8-Mar-19,"21,025.56","21,339.17","21,359.32","20,993.07"
11-Mar-19,"21,125.09","21,062.75","21,145.94","20,938.00"
12-Mar-19,"21,503.69","21,361.61","21,568.48","21,348.81"
13-Mar-19,"21,290.24","21,425.77","21,474.17","21,198.99"
14-Mar-19,"21,287.02","21,474.58","21,522.75","21,287.02"
15-Mar-19,"21,450.85","21,376.73","21,521.68","21,374.85"
18-Mar-19,"21,584.50","21,576.36","21,612.67","21,500.32"
19-Mar-19,"21,566.85","21,558.43","21,585.55","21,425.79"
20-Mar-19,"21,608.92","21,548.65","21,614.17","21,499.16"
22-Mar-19,"21,627.34","21,713.26","21,713.26","21,542.03"
25-Mar-19,"20,977.11","21,267.41","21,275.43","20,911.57"
26-Mar-19,"21,428.39","21,174.34","21,460.99","21,174.34"
27-Mar-19,"21,378.73","21,353.61","21,388.59","21,242.52"
28-Mar-19,"21,033.76","21,191.32","21,191.32","20,974.19"
29-Mar-19,"21,205.81","21,228.51","21,267.25","21,149.42"
1-Apr-19,"21,509.03","21,500.89","21,682.94","21,471.12"
2-Apr-19,"21,505.31","21,744.64","21,744.64","21,490.56"
3-Apr-19,"21,713.21","21,563.64","21,722.72","21,489.95"
4-Apr-19,"21,724.95","21,724.69","21,787.60","21,662.90"
5-Apr-19,"21,807.50","21,743.14","21,839.18","21,731.34"
8-Apr-19,"21,761.65","21,900.55","21,900.55","21,740.53"
9-Apr-19,"21,802.59","21,750.29","21,811.88","21,698.42"
10-Apr-19,"21,687.57","21,579.68","21,687.57","21,571.67"
11-Apr-19,"21,711.38","21,662.65","21,721.42","21,627.87"
12-Apr-19,"21,870.56","21,782.35","21,878.78","21,698.71"
15-Apr-19,"22,169.11","22,122.97","22,211.03","22,102.93"
16-Apr-19,"22,221.66","22,108.15","22,261.33","22,095.32"
17-Apr-19,"22,277.97","22,236.41","22,345.19","22,185.87"
18-Apr-19,"22,090.12","22,274.13","22,305.63","22,058.39"
19-Apr-19,"22,200.56","22,238.07","22,250.37","22,162.23"
22-Apr-19,"22,217.90","22,188.62","22,280.19","22,099.38"
23-Apr-19,"22,259.74","22,241.74","22,268.37","22,119.94"
24-Apr-19,"22,200.00","22,356.83","22,362.92","22,125.48"
25-Apr-19,"22,307.58","22,183.32","22,334.69","22,155.23"
26-Apr-19,"22,258.73","22,167.48","22,270.29","22,073.10"
7-May-19,"21,923.72","22,184.40","22,190.49","21,875.11"
8-May-19,"21,602.59","21,628.04","21,639.12","21,514.85"
9-May-19,"21,402.13","21,492.91","21,559.76","21,315.07"
10-May-19,"21,344.92","21,431.81","21,584.09","21,175.33"
13-May-19,"21,191.28","21,180.74","21,277.66","21,127.93"
14-May-19,"21,067.23","20,870.77","21,077.48","20,751.45"
15-May-19,"21,188.56","21,112.85","21,191.53","20,968.08"
16-May-19,"21,062.98","21,153.20","21,153.20","20,951.67"
17-May-19,"21,250.09","21,246.86","21,398.85","21,199.98"
20-May-19,"21,301.73","21,305.97","21,430.06","21,282.65"
21-May-19,"21,272.45","21,211.26","21,318.80","21,160.43"
22-May-19,"21,283.37","21,373.52","21,404.54","21,266.98"
23-May-19,"21,151.14","21,180.24","21,209.56","21,072.72"
24-May-19,"21,117.22","20,980.79","21,117.22","20,922.00"
27-May-19,"21,182.58","21,148.46","21,232.38","21,113.76"
28-May-19,"21,260.14","21,187.17","21,297.70","21,177.27"
29-May-19,"21,003.37","21,055.42","21,071.73","20,884.61"
30-May-19,"20,942.53","20,881.50","20,942.53","20,809.29"
31-May-19,"20,601.19","20,785.21","20,823.10","20,581.58"
3-Jun-19,"20,410.88","20,327.87","20,438.03","20,305.74"
4-Jun-19,"20,408.54","20,435.86","20,464.57","20,289.64"
5-Jun-19,"20,776.10","20,667.89","20,800.64","20,646.15"
6-Jun-19,"20,774.04","20,745.84","20,842.28","20,745.84"
7-Jun-19,"20,884.71","20,859.78","20,907.77","20,816.58"
10-Jun-19,"21,134.42","21,095.40","21,166.12","21,077.95"
11-Jun-19,"21,204.28","21,099.54","21,227.18","21,066.62"
12-Jun-19,"21,129.72","21,130.39","21,259.70","21,118.75"
13-Jun-19,"21,032.00","21,040.91","21,111.23","20,932.13"
14-Jun-19,"21,116.89","21,049.41","21,119.73","20,971.18"
17-Jun-19,"21,124.00","21,094.96","21,185.25","21,044.62"
18-Jun-19,"20,972.71","21,111.77","21,153.65","20,924.19"
19-Jun-19,"21,333.87","21,223.17","21,358.72","21,213.43"
20-Jun-19,"21,462.86","21,417.74","21,491.39","21,377.27"
21-Jun-19,"21,258.64","21,487.67","21,497.82","21,221.70"
24-Jun-19,"21,285.99","21,223.56","21,317.86","21,185.67"
25-Jun-19,"21,193.81","21,238.07","21,313.77","21,114.47"
26-Jun-19,"21,086.59","21,067.68","21,129.64","21,035.84"
27-Jun-19,"21,338.17","21,156.88","21,338.17","21,123.97"
28-Jun-19,"21,275.92","21,282.22","21,324.93","21,199.85"
1-Jul-19,"21,729.97","21,566.27","21,758.34","21,559.17"
2-Jul-19,"21,754.27","21,699.43","21,784.22","21,697.31"
3-Jul-19,"21,638.16","21,684.07","21,708.72","21,566.65"
4-Jul-19,"21,702.45","21,740.93","21,755.63","21,672.50"
5-Jul-19,"21,746.38","21,703.61","21,746.38","21,647.73"
8-Jul-19,"21,534.35","21,665.79","21,672.65","21,499.57"
9-Jul-19,"21,565.15","21,598.15","21,687.29","21,508.22"
10-Jul-19,"21,533.48","21,499.46","21,601.86","21,488.22"
11-Jul-19,"21,643.53","21,547.19","21,649.93","21,532.57"
12-Jul-19,"21,685.90","21,720.14","21,720.14","21,589.83"
16-Jul-19,"21,535.25","21,644.38","21,655.52","21,514.89"
17-Jul-19,"21,469.18","21,474.63","21,488.27","21,380.55"
18-Jul-19,"21,046.24","21,336.80","21,347.84","20,993.44"
19-Jul-19,"21,466.99","21,146.50","21,474.30","21,121.90"
22-Jul-19,"21,416.79","21,394.75","21,445.03","21,317.85"
23-Jul-19,"21,620.88","21,425.44","21,686.53","21,411.93"
24-Jul-19,"21,709.57","21,726.98","21,744.88","21,677.71"
