date,eurusdprice,eurusdopen,eurusdhigh,eurusdlow
10-Feb-17,1.0641,1.0658,1.067,1.0609
13-Feb-17,1.0598,1.0634,1.0658,1.0592
14-Feb-17,1.0577,1.0596,1.0634,1.0559
15-Feb-17,1.0601,1.0577,1.0611,1.0523
16-Feb-17,1.0674,1.06,1.0682,1.0588
17-Feb-17,1.0614,1.0675,1.0679,1.0605
20-Feb-17,1.0614,1.0618,1.0637,1.0606
21-Feb-17,1.0537,1.0611,1.0618,1.0526
22-Feb-17,1.0556,1.0534,1.0574,1.0493
23-Feb-17,1.0581,1.0557,1.0597,1.0538
24-Feb-17,1.0563,1.0583,1.062,1.0557
27-Feb-17,1.0588,1.0562,1.0633,1.0552
28-Feb-17,1.0577,1.0587,1.0632,1.057
1-Mar-17,1.0548,1.0575,1.059,1.0514
2-Mar-17,1.0507,1.0547,1.0552,1.0493
3-Mar-17,1.0623,1.0508,1.0626,1.0502
6-Mar-17,1.0581,1.0617,1.0643,1.0575
7-Mar-17,1.0566,1.0583,1.0603,1.0557
8-Mar-17,1.0541,1.0566,1.0576,1.0535
9-Mar-17,1.0577,1.0541,1.0617,1.0525
10-Mar-17,1.0672,1.0577,1.0702,1.0572
13-Mar-17,1.0654,1.0672,1.0715,1.065
14-Mar-17,1.0604,1.0655,1.0664,1.0599
15-Mar-17,1.0735,1.0604,1.0742,1.0603
16-Mar-17,1.0766,1.0734,1.0772,1.0706
17-Mar-17,1.0738,1.0765,1.0784,1.0728
20-Mar-17,1.0739,1.074,1.0779,1.0725
21-Mar-17,1.0811,1.074,1.0822,1.072
22-Mar-17,1.0797,1.081,1.0827,1.0776
23-Mar-17,1.0783,1.0797,1.0807,1.0769
24-Mar-17,1.0799,1.0784,1.082,1.0761
27-Mar-17,1.0865,1.0797,1.0905,1.0795
28-Mar-17,1.0813,1.0864,1.0873,1.0797
29-Mar-17,1.0767,1.0811,1.0827,1.0739
30-Mar-17,1.0675,1.0765,1.0772,1.0671
31-Mar-17,1.0652,1.0675,1.0705,1.0652
3-Apr-17,1.0671,1.066,1.0683,1.0643
4-Apr-17,1.0674,1.0669,1.0678,1.0635
5-Apr-17,1.0663,1.0672,1.069,1.0633
6-Apr-17,1.0644,1.0663,1.0687,1.063
7-Apr-17,1.059,1.0644,1.0668,1.058
10-Apr-17,1.0596,1.0593,1.0609,1.0571
11-Apr-17,1.0602,1.0595,1.0631,1.0577
12-Apr-17,1.0666,1.0606,1.0677,1.0589
13-Apr-17,1.0614,1.0664,1.0679,1.0609
14-Apr-17,1.0612,1.0615,1.0633,1.0607
17-Apr-17,1.0643,1.0615,1.0674,1.0603
18-Apr-17,1.0734,1.0643,1.0737,1.0636
19-Apr-17,1.0711,1.073,1.0738,1.07
20-Apr-17,1.0717,1.0711,1.078,1.0709
21-Apr-17,1.0728,1.0719,1.0739,1.0682
24-Apr-17,1.0868,1.089,1.0936,1.0819
25-Apr-17,1.0926,1.0868,1.0951,1.0851
26-Apr-17,1.0903,1.0924,1.0951,1.0856
27-Apr-17,1.0873,1.0903,1.0933,1.0851
28-Apr-17,1.0897,1.0877,1.0949,1.0857
1-May-17,1.0899,1.0906,1.0924,1.0883
2-May-17,1.093,1.0901,1.0936,1.0889
3-May-17,1.0885,1.093,1.0939,1.0883
4-May-17,1.0984,1.0884,1.0987,1.0874
5-May-17,1.0998,1.0991,1.1002,1.0951
8-May-17,1.0924,1.0998,1.1024,1.0917
9-May-17,1.0874,1.0923,1.0935,1.0862
10-May-17,1.0868,1.0874,1.09,1.0853
11-May-17,1.0861,1.0869,1.0894,1.0838
12-May-17,1.0931,1.0863,1.0937,1.0857
15-May-17,1.0975,1.0926,1.0991,1.0922
16-May-17,1.1082,1.0976,1.1098,1.0972
17-May-17,1.1159,1.1083,1.1163,1.1079
18-May-17,1.1103,1.116,1.1173,1.1075
19-May-17,1.1207,1.1103,1.1214,1.1097
22-May-17,1.1238,1.1202,1.1265,1.1162
23-May-17,1.1183,1.1237,1.1268,1.1174
24-May-17,1.1219,1.1184,1.1222,1.1169
25-May-17,1.1211,1.1219,1.1252,1.1194
26-May-17,1.1183,1.1211,1.1235,1.1159
29-May-17,1.1165,1.1179,1.1192,1.116
30-May-17,1.1185,1.1165,1.1207,1.1111
31-May-17,1.1243,1.1186,1.1255,1.1165
1-Jun-17,1.1213,1.1242,1.1258,1.1203
2-Jun-17,1.1282,1.1213,1.1287,1.1205
5-Jun-17,1.1255,1.128,1.1285,1.1236
6-Jun-17,1.1278,1.1254,1.1285,1.124
7-Jun-17,1.1257,1.1277,1.1284,1.1205
8-Jun-17,1.1214,1.1257,1.127,1.1195
9-Jun-17,1.1196,1.1217,1.124,1.1168
12-Jun-17,1.1203,1.1196,1.1235,1.1193
13-Jun-17,1.1216,1.1203,1.1225,1.1184
14-Jun-17,1.1218,1.121,1.1296,1.1191
15-Jun-17,1.1145,1.1219,1.1231,1.1132
16-Jun-17,1.1198,1.1142,1.1201,1.1138
19-Jun-17,1.1148,1.1199,1.1214,1.1141
20-Jun-17,1.1135,1.1147,1.1165,1.1118
21-Jun-17,1.1168,1.1133,1.1171,1.1128
22-Jun-17,1.1153,1.1167,1.1179,1.114
23-Jun-17,1.1194,1.1152,1.1211,1.1145
26-Jun-17,1.1182,1.1202,1.1222,1.1173
27-Jun-17,1.1339,1.1183,1.1351,1.1178
28-Jun-17,1.1378,1.1339,1.1392,1.1292
29-Jun-17,1.1441,1.1376,1.1446,1.1373
30-Jun-17,1.1426,1.1442,1.1448,1.1393
3-Jul-17,1.1364,1.1422,1.1431,1.1357
4-Jul-17,1.1345,1.1366,1.138,1.1339
5-Jul-17,1.1353,1.1345,1.1369,1.1312
6-Jul-17,1.1423,1.1351,1.1425,1.1329
7-Jul-17,1.1401,1.1423,1.144,1.1379
10-Jul-17,1.14,1.1391,1.1418,1.1381
11-Jul-17,1.1467,1.14,1.1482,1.1383
12-Jul-17,1.1412,1.1467,1.1491,1.1392
13-Jul-17,1.1399,1.1413,1.1459,1.1373
14-Jul-17,1.1469,1.14,1.1473,1.1392
17-Jul-17,1.1479,1.1462,1.1487,1.1434
18-Jul-17,1.1555,1.148,1.1585,1.1473
19-Jul-17,1.1516,1.1554,1.1559,1.1509
20-Jul-17,1.1631,1.1513,1.1657,1.1479
21-Jul-17,1.1663,1.1634,1.1684,1.162
24-Jul-17,1.1642,1.1662,1.1688,1.1628
25-Jul-17,1.1652,1.164,1.1712,1.163
26-Jul-17,1.1734,1.1648,1.1741,1.1613
27-Jul-17,1.1677,1.1734,1.1777,1.1649
28-Jul-17,1.1752,1.1677,1.1765,1.1671
31-Jul-17,1.1842,1.1737,1.1847,1.1723
1-Aug-17,1.1802,1.1841,1.1845,1.1784
2-Aug-17,1.1856,1.1802,1.1911,1.1794
3-Aug-17,1.187,1.1856,1.1894,1.1831
4-Aug-17,1.1772,1.1871,1.1893,1.1731
7-Aug-17,1.1796,1.1768,1.1816,1.1767
8-Aug-17,1.175,1.1794,1.1825,1.1714
9-Aug-17,1.1759,1.1752,1.1765,1.1689
10-Aug-17,1.1772,1.1759,1.1786,1.1704
11-Aug-17,1.1821,1.1771,1.1846,1.1747
14-Aug-17,1.178,1.1806,1.184,1.177
15-Aug-17,1.1735,1.178,1.1794,1.1688
16-Aug-17,1.177,1.1734,1.178,1.1682
17-Aug-17,1.1724,1.1767,1.179,1.1662
18-Aug-17,1.1762,1.1723,1.1775,1.1707
21-Aug-17,1.1816,1.175,1.183,1.1731
22-Aug-17,1.1762,1.1815,1.1826,1.1745
23-Aug-17,1.1807,1.1763,1.1825,1.1741
24-Aug-17,1.1799,1.1807,1.1821,1.1784
25-Aug-17,1.1926,1.1799,1.1942,1.1773
28-Aug-17,1.1979,1.1926,1.1985,1.1917
29-Aug-17,1.1972,1.1978,1.2069,1.1945
30-Aug-17,1.1883,1.1974,1.1986,1.1881
31-Aug-17,1.191,1.1884,1.1914,1.1823
1-Sep-17,1.1859,1.1911,1.1981,1.185
4-Sep-17,1.1896,1.1858,1.1923,1.1853
5-Sep-17,1.1914,1.1896,1.1941,1.1868
6-Sep-17,1.1917,1.1914,1.1951,1.1903
7-Sep-17,1.2023,1.1917,1.2061,1.1914
8-Sep-17,1.2035,1.2024,1.2094,1.2016
11-Sep-17,1.1953,1.2041,1.2041,1.1948
12-Sep-17,1.1967,1.1953,1.198,1.1926
13-Sep-17,1.1886,1.1967,1.1995,1.1872
14-Sep-17,1.1919,1.1884,1.1922,1.1837
15-Sep-17,1.1943,1.1919,1.1988,1.1901
18-Sep-17,1.1954,1.1949,1.1971,1.1915
19-Sep-17,1.1994,1.1955,1.2008,1.195
20-Sep-17,1.1893,1.1994,1.2033,1.1862
21-Sep-17,1.1941,1.1894,1.1955,1.1866
22-Sep-17,1.1954,1.1942,1.2006,1.1937
25-Sep-17,1.1848,1.1953,1.1962,1.1833
26-Sep-17,1.1793,1.1848,1.1863,1.1758
27-Sep-17,1.1744,1.1792,1.1797,1.1717
28-Sep-17,1.1786,1.1746,1.1805,1.1721
29-Sep-17,1.1814,1.1787,1.1834,1.1773
2-Oct-17,1.1732,1.1818,1.1818,1.173
3-Oct-17,1.1744,1.1733,1.1775,1.1696
4-Oct-17,1.176,1.1743,1.1788,1.1733
5-Oct-17,1.1711,1.1758,1.178,1.1698
6-Oct-17,1.1734,1.171,1.1739,1.1668
9-Oct-17,1.1741,1.1728,1.1758,1.1718
10-Oct-17,1.1806,1.1739,1.1825,1.1738
11-Oct-17,1.1859,1.1808,1.1871,1.1795
12-Oct-17,1.183,1.1862,1.1882,1.1826
13-Oct-17,1.1823,1.1829,1.1875,1.1804
16-Oct-17,1.1797,1.1825,1.1826,1.1781
17-Oct-17,1.1766,1.1797,1.1801,1.1735
18-Oct-17,1.1787,1.1764,1.1805,1.1729
19-Oct-17,1.1852,1.1788,1.186,1.1768
20-Oct-17,1.1785,1.1853,1.1859,1.1763
23-Oct-17,1.1749,1.1773,1.1779,1.1725
24-Oct-17,1.1761,1.1749,1.1794,1.1743
25-Oct-17,1.1813,1.176,1.1819,1.1752
26-Oct-17,1.165,1.1811,1.1837,1.164
27-Oct-17,1.161,1.165,1.1659,1.1575
30-Oct-17,1.1651,1.1603,1.166,1.1594
31-Oct-17,1.1646,1.1651,1.1663,1.1625
1-Nov-17,1.1619,1.1646,1.1659,1.1607
2-Nov-17,1.1658,1.1619,1.1689,1.1613
3-Nov-17,1.1609,1.166,1.1692,1.1599
6-Nov-17,1.161,1.1609,1.1625,1.1579
7-Nov-17,1.1586,1.1609,1.1618,1.1554
8-Nov-17,1.1595,1.1586,1.1612,1.1579
9-Nov-17,1.1642,1.1596,1.1657,1.1586
10-Nov-17,1.1665,1.1642,1.168,1.1623
13-Nov-17,1.1667,1.1666,1.1677,1.1638
14-Nov-17,1.1798,1.1667,1.1807,1.166
15-Nov-17,1.1792,1.1797,1.1861,1.1784
16-Nov-17,1.177,1.1792,1.1802,1.1756
17-Nov-17,1.1795,1.1771,1.1823,1.1766
20-Nov-17,1.1732,1.1789,1.1808,1.1721
21-Nov-17,1.1738,1.1732,1.1759,1.1713
22-Nov-17,1.1822,1.1738,1.1829,1.1733
23-Nov-17,1.1851,1.1822,1.1857,1.1812
24-Nov-17,1.193,1.185,1.1945,1.1836
27-Nov-17,1.1898,1.1933,1.1962,1.1896
28-Nov-17,1.1841,1.1898,1.1921,1.1827
29-Nov-17,1.1847,1.1841,1.1884,1.1817
30-Nov-17,1.1904,1.1847,1.1933,1.1809
1-Dec-17,1.1891,1.1904,1.1942,1.1851
4-Dec-17,1.1866,1.1882,1.189,1.183
5-Dec-17,1.1826,1.1866,1.1879,1.1801
6-Dec-17,1.1796,1.1825,1.1849,1.178
7-Dec-17,1.1773,1.1796,1.1816,1.1772
8-Dec-17,1.1764,1.1771,1.1778,1.1728
11-Dec-17,1.1768,1.1767,1.1812,1.1762
12-Dec-17,1.1742,1.177,1.1794,1.1718
13-Dec-17,1.1826,1.1743,1.1832,1.1729
14-Dec-17,1.1778,1.1826,1.1863,1.177
15-Dec-17,1.1754,1.1778,1.1814,1.1751
18-Dec-17,1.1782,1.1753,1.1834,1.1737
19-Dec-17,1.184,1.1782,1.1851,1.1777
20-Dec-17,1.1871,1.184,1.1903,1.1829
21-Dec-17,1.1873,1.1871,1.1889,1.1848
22-Dec-17,1.1859,1.1874,1.1878,1.1817
25-Dec-17,1.1869,1.185,1.1882,1.1842
26-Dec-17,1.1859,1.1867,1.1879,1.1845
27-Dec-17,1.1888,1.1859,1.1912,1.1855
28-Dec-17,1.1943,1.1888,1.1961,1.1888
29-Dec-17,1.1998,1.1943,1.203,1.1937
1-Jan-18,1.201,1.2003,1.2014,1.1995
2-Jan-18,1.2059,1.2013,1.2084,1.2003
3-Jan-18,1.2014,1.2058,1.207,1.2001
4-Jan-18,1.2068,1.2015,1.209,1.2004
5-Jan-18,1.203,1.2068,1.2085,1.2021
8-Jan-18,1.1967,1.2029,1.2054,1.1956
9-Jan-18,1.1937,1.1967,1.1977,1.1916
10-Jan-18,1.1947,1.1938,1.2019,1.1923
11-Jan-18,1.2032,1.1946,1.206,1.1928
12-Jan-18,1.2187,1.2033,1.219,1.2031
15-Jan-18,1.2263,1.2198,1.2298,1.2188
16-Jan-18,1.2261,1.2265,1.2284,1.2194
17-Jan-18,1.2186,1.226,1.2324,1.2176
18-Jan-18,1.2239,1.2186,1.2267,1.2165
19-Jan-18,1.2222,1.2236,1.2296,1.2219
22-Jan-18,1.2262,1.2268,1.2276,1.2214
23-Jan-18,1.2299,1.2263,1.2308,1.2223
24-Jan-18,1.2408,1.2299,1.2417,1.2293
25-Jan-18,1.2396,1.2408,1.2537,1.2364
26-Jan-18,1.2421,1.2395,1.2495,1.2371
29-Jan-18,1.2383,1.2427,1.2436,1.2336
30-Jan-18,1.2402,1.2383,1.2455,1.2335
31-Jan-18,1.2421,1.2401,1.2476,1.2386
1-Feb-18,1.251,1.2414,1.2524,1.2386
2-Feb-18,1.2462,1.2508,1.2519,1.2409
5-Feb-18,1.2368,1.2455,1.2475,1.2362
6-Feb-18,1.2377,1.2367,1.2434,1.2314
7-Feb-18,1.2264,1.2378,1.2407,1.2247
8-Feb-18,1.2247,1.2264,1.2297,1.2212
9-Feb-18,1.2235,1.2245,1.2289,1.2206
12-Feb-18,1.2292,1.2253,1.2298,1.2234
13-Feb-18,1.2352,1.2293,1.2373,1.2285
14-Feb-18,1.245,1.2352,1.2467,1.2276
15-Feb-18,1.2506,1.2449,1.2511,1.2447
16-Feb-18,1.2406,1.2506,1.2557,1.2394
19-Feb-18,1.2408,1.2409,1.2435,1.2368
20-Feb-18,1.2338,1.2409,1.2414,1.232
21-Feb-18,1.2284,1.2338,1.2361,1.2281
22-Feb-18,1.2331,1.2283,1.2354,1.226
23-Feb-18,1.2293,1.2329,1.2337,1.2279
26-Feb-18,1.2318,1.2299,1.2356,1.2278
27-Feb-18,1.2232,1.2317,1.2348,1.2221
28-Feb-18,1.2194,1.2232,1.2243,1.2188
1-Mar-18,1.2268,1.2193,1.2272,1.2153
2-Mar-18,1.2317,1.2266,1.2336,1.225
5-Mar-18,1.2336,1.2323,1.2366,1.2268
6-Mar-18,1.2404,1.2336,1.2422,1.2328
7-Mar-18,1.2413,1.2404,1.2445,1.2385
8-Mar-18,1.2312,1.2411,1.2448,1.2298
9-Mar-18,1.2307,1.2312,1.2336,1.2273
12-Mar-18,1.2334,1.2311,1.2347,1.2291
13-Mar-18,1.239,1.2334,1.2408,1.2314
14-Mar-18,1.2367,1.239,1.2414,1.2347
15-Mar-18,1.2305,1.2366,1.2385,1.2299
16-Mar-18,1.2289,1.2305,1.2338,1.2261
19-Mar-18,1.2335,1.2284,1.2361,1.2258
20-Mar-18,1.2242,1.2335,1.2356,1.2239
21-Mar-18,1.2338,1.2242,1.2351,1.2241
22-Mar-18,1.2302,1.2337,1.2389,1.2285
23-Mar-18,1.2353,1.2302,1.2375,1.2301
26-Mar-18,1.2443,1.2348,1.2463,1.2341
27-Mar-18,1.2403,1.2444,1.2478,1.2373
28-Mar-18,1.2308,1.2403,1.2424,1.23
29-Mar-18,1.2302,1.2308,1.2335,1.2282
30-Mar-18,1.2323,1.2301,1.2331,1.2293
2-Apr-18,1.2302,1.2323,1.2346,1.2282
3-Apr-18,1.227,1.2304,1.2336,1.2253
4-Apr-18,1.2278,1.2269,1.2315,1.2256
5-Apr-18,1.224,1.2278,1.2292,1.2218
6-Apr-18,1.2283,1.224,1.2292,1.2214
9-Apr-18,1.2321,1.2279,1.2331,1.2261
10-Apr-18,1.2356,1.232,1.2379,1.2303
11-Apr-18,1.2367,1.2357,1.2397,1.2347
12-Apr-18,1.2327,1.2368,1.2382,1.23
13-Apr-18,1.2331,1.2327,1.2348,1.2307
16-Apr-18,1.238,1.233,1.2395,1.2325
17-Apr-18,1.237,1.2378,1.2413,1.2335
18-Apr-18,1.2373,1.2369,1.2398,1.2343
19-Apr-18,1.2346,1.2373,1.2402,1.2329
20-Apr-18,1.2288,1.2346,1.2354,1.225
23-Apr-18,1.2209,1.2289,1.2292,1.2198
24-Apr-18,1.2232,1.2209,1.2247,1.2182
25-Apr-18,1.2161,1.2232,1.224,1.216
26-Apr-18,1.2103,1.2161,1.2211,1.2096
27-Apr-18,1.213,1.2105,1.2135,1.2055
30-Apr-18,1.2079,1.2125,1.2141,1.2064
1-May-18,1.1993,1.2076,1.2086,1.1981
2-May-18,1.1951,1.1992,1.2033,1.1938
3-May-18,1.1988,1.1951,1.2009,1.1946
4-May-18,1.196,1.1989,1.1997,1.1911
7-May-18,1.1922,1.1953,1.198,1.1898
8-May-18,1.1864,1.1924,1.1941,1.1838
9-May-18,1.185,1.1863,1.1898,1.1822
10-May-18,1.1915,1.1852,1.1948,1.1843
11-May-18,1.1944,1.1917,1.197,1.1891
14-May-18,1.1927,1.1947,1.1998,1.1926
15-May-18,1.1838,1.1925,1.1939,1.1817
16-May-18,1.1807,1.1837,1.1854,1.1762
17-May-18,1.1795,1.1808,1.1839,1.1775
18-May-18,1.1778,1.1796,1.1825,1.1749
21-May-18,1.1791,1.1764,1.1797,1.1717
22-May-18,1.1779,1.1792,1.183,1.1754
23-May-18,1.1697,1.1778,1.179,1.1675
24-May-18,1.172,1.1695,1.175,1.1688
25-May-18,1.1652,1.172,1.1735,1.1645
28-May-18,1.1623,1.1651,1.1729,1.1605
29-May-18,1.154,1.1625,1.1641,1.1508
30-May-18,1.1663,1.154,1.1678,1.1518
31-May-18,1.1692,1.1665,1.1726,1.1641
1-Jun-18,1.1661,1.1691,1.1718,1.1617
4-Jun-18,1.1699,1.1656,1.1744,1.1652
5-Jun-18,1.1718,1.1698,1.1733,1.1652
6-Jun-18,1.1773,1.1717,1.1797,1.1708
7-Jun-18,1.1799,1.1774,1.1842,1.1772
8-Jun-18,1.1768,1.18,1.1812,1.1726
11-Jun-18,1.1784,1.1766,1.1822,1.1754
12-Jun-18,1.1745,1.1784,1.1811,1.1733
13-Jun-18,1.1791,1.1745,1.1803,1.1725
14-Jun-18,1.1569,1.1791,1.1853,1.1562
15-Jun-18,1.1609,1.1568,1.1629,1.1543
18-Jun-18,1.1623,1.1609,1.1625,1.1563
19-Jun-18,1.159,1.1624,1.1646,1.153
20-Jun-18,1.1572,1.159,1.1602,1.1537
21-Jun-18,1.1603,1.1572,1.1635,1.1509
22-Jun-18,1.1657,1.1604,1.1677,1.16
25-Jun-18,1.1704,1.1659,1.1715,1.1627
26-Jun-18,1.1647,1.1704,1.1722,1.1635
27-Jun-18,1.1554,1.1647,1.1674,1.1541
28-Jun-18,1.1569,1.1555,1.1602,1.1527
29-Jun-18,1.1685,1.1569,1.1692,1.1558
2-Jul-18,1.1641,1.1651,1.1699,1.159
3-Jul-18,1.1657,1.1641,1.1675,1.1621
4-Jul-18,1.1656,1.1658,1.1684,1.1629
5-Jul-18,1.1691,1.1655,1.1722,1.1649
6-Jul-18,1.1747,1.169,1.1769,1.1679
9-Jul-18,1.1751,1.1748,1.1792,1.1731
10-Jul-18,1.1744,1.1751,1.1764,1.169
11-Jul-18,1.1674,1.1745,1.176,1.1665
12-Jul-18,1.1672,1.1674,1.1697,1.1648
13-Jul-18,1.1685,1.1669,1.1688,1.161
16-Jul-18,1.171,1.1676,1.1726,1.1674
17-Jul-18,1.1661,1.1711,1.1746,1.165
18-Jul-18,1.1639,1.166,1.1665,1.1601
19-Jul-18,1.1643,1.1639,1.168,1.1574
20-Jul-18,1.172,1.1644,1.174,1.1626
23-Jul-18,1.1692,1.173,1.1752,1.1682
24-Jul-18,1.1686,1.1692,1.1719,1.1654
25-Jul-18,1.1728,1.1684,1.1739,1.1663
26-Jul-18,1.1643,1.1728,1.1744,1.1639
27-Jul-18,1.1658,1.1643,1.1665,1.1621
30-Jul-18,1.1706,1.166,1.1721,1.1648
31-Jul-18,1.1691,1.1706,1.1745,1.1682
1-Aug-18,1.166,1.1691,1.1701,1.1656
2-Aug-18,1.1584,1.166,1.1669,1.1582
3-Aug-18,1.1567,1.1583,1.1611,1.1559
6-Aug-18,1.1554,1.1571,1.1574,1.1527
7-Aug-18,1.1599,1.1555,1.161,1.1547
8-Aug-18,1.1611,1.1598,1.1629,1.1571
9-Aug-18,1.1527,1.1609,1.162,1.1525
10-Aug-18,1.1411,1.1526,1.1537,1.1384
13-Aug-18,1.1409,1.1389,1.1434,1.1364
14-Aug-18,1.1344,1.141,1.1431,1.133
15-Aug-18,1.1345,1.1344,1.1357,1.1299
16-Aug-18,1.1377,1.1345,1.1411,1.1335
17-Aug-18,1.1439,1.1377,1.1447,1.1365
20-Aug-18,1.1481,1.1442,1.1486,1.1394
21-Aug-18,1.1571,1.1482,1.1602,1.1479
22-Aug-18,1.1597,1.157,1.1624,1.1551
23-Aug-18,1.1539,1.1596,1.1601,1.153
24-Aug-18,1.1623,1.154,1.1641,1.1533
27-Aug-18,1.1678,1.1631,1.1694,1.1592
28-Aug-18,1.1695,1.1678,1.1735,1.1662
29-Aug-18,1.1708,1.1695,1.1712,1.1652
30-Aug-18,1.1671,1.1707,1.172,1.1641
31-Aug-18,1.1601,1.1671,1.1692,1.1585
3-Sep-18,1.1624,1.1596,1.1629,1.1583
4-Sep-18,1.1582,1.1623,1.1629,1.1528
5-Sep-18,1.1629,1.1581,1.164,1.1542
6-Sep-18,1.1622,1.1629,1.166,1.1603
7-Sep-18,1.1553,1.1624,1.1651,1.155
10-Sep-18,1.1594,1.156,1.1617,1.1526
11-Sep-18,1.1607,1.1594,1.1645,1.1565
12-Sep-18,1.1626,1.1604,1.1651,1.157
13-Sep-18,1.169,1.1627,1.1703,1.1608
14-Sep-18,1.163,1.169,1.1724,1.1619
17-Sep-18,1.1683,1.1623,1.1699,1.1617
18-Sep-18,1.1667,1.1684,1.1726,1.1651
19-Sep-18,1.1673,1.1667,1.1716,1.1648
20-Sep-18,1.1777,1.1671,1.1786,1.1665
21-Sep-18,1.175,1.1776,1.1804,1.1731
24-Sep-18,1.1748,1.1751,1.1817,1.1723
25-Sep-18,1.1772,1.1748,1.1793,1.173
26-Sep-18,1.174,1.1767,1.1799,1.1726
27-Sep-18,1.1641,1.174,1.1759,1.1637
28-Sep-18,1.1609,1.1641,1.1652,1.1567
1-Oct-18,1.1578,1.1609,1.163,1.1563
2-Oct-18,1.1548,1.1578,1.1582,1.1506
3-Oct-18,1.1478,1.1548,1.1595,1.1465
4-Oct-18,1.1515,1.1478,1.1543,1.1464
5-Oct-18,1.1524,1.1513,1.155,1.1483
8-Oct-18,1.1492,1.152,1.1536,1.1459
9-Oct-18,1.149,1.1491,1.1504,1.143
10-Oct-18,1.152,1.1491,1.1547,1.1479
11-Oct-18,1.1594,1.1519,1.16,1.1517
12-Oct-18,1.1563,1.1592,1.1611,1.1534
15-Oct-18,1.1579,1.1559,1.1608,1.1537
16-Oct-18,1.1575,1.158,1.1623,1.1564
17-Oct-18,1.1501,1.1575,1.1585,1.1495
18-Oct-18,1.1453,1.15,1.1528,1.1448
19-Oct-18,1.1515,1.1451,1.1536,1.1433
22-Oct-18,1.1465,1.1507,1.1552,1.1455
23-Oct-18,1.1471,1.1466,1.1495,1.1438
24-Oct-18,1.1392,1.147,1.1477,1.1378
25-Oct-18,1.1376,1.1392,1.1434,1.1355
26-Oct-18,1.1403,1.1376,1.1422,1.1334
29-Oct-18,1.1373,1.1408,1.1418,1.1361
30-Oct-18,1.1344,1.1372,1.1387,1.1338
31-Oct-18,1.1312,1.1345,1.1363,1.1301
1-Nov-18,1.1409,1.1311,1.1426,1.1306
2-Nov-18,1.1387,1.1408,1.1458,1.1372
5-Nov-18,1.1407,1.1391,1.1425,1.1356
6-Nov-18,1.1427,1.1406,1.144,1.1389
7-Nov-18,1.1426,1.1427,1.1502,1.1395
8-Nov-18,1.1363,1.1425,1.1448,1.1352
9-Nov-18,1.1336,1.1364,1.1371,1.1315
12-Nov-18,1.1218,1.1331,1.1333,1.1214
13-Nov-18,1.1291,1.1219,1.1296,1.1216
14-Nov-18,1.131,1.129,1.1349,1.1262
15-Nov-18,1.1328,1.1309,1.1364,1.1271
16-Nov-18,1.142,1.133,1.1423,1.132
19-Nov-18,1.1453,1.1403,1.1467,1.1393
20-Nov-18,1.1371,1.1453,1.1473,1.1357
21-Nov-18,1.1385,1.1371,1.1426,1.1363
22-Nov-18,1.1408,1.1382,1.1434,1.1378
23-Nov-18,1.1341,1.1403,1.1422,1.1325
26-Nov-18,1.1328,1.1343,1.1385,1.1323
27-Nov-18,1.1288,1.1326,1.1344,1.1276
28-Nov-18,1.1366,1.1291,1.1387,1.1264
29-Nov-18,1.1393,1.1367,1.1403,1.1348
30-Nov-18,1.1317,1.1395,1.1402,1.1304
3-Dec-18,1.1354,1.1315,1.1382,1.1315
4-Dec-18,1.1345,1.1354,1.1421,1.1318
5-Dec-18,1.1344,1.1342,1.1361,1.1309
6-Dec-18,1.1376,1.1345,1.1414,1.1321
7-Dec-18,1.1378,1.1377,1.1425,1.1359
10-Dec-18,1.1356,1.1401,1.1444,1.1349
11-Dec-18,1.1316,1.1361,1.1402,1.1304
12-Dec-18,1.1368,1.1317,1.1388,1.1312
13-Dec-18,1.1363,1.1369,1.1396,1.133
14-Dec-18,1.1309,1.1362,1.1374,1.1268
17-Dec-18,1.1347,1.1308,1.136,1.1299
18-Dec-18,1.1361,1.1346,1.1402,1.1336
19-Dec-18,1.1377,1.1361,1.1442,1.136
20-Dec-18,1.1446,1.1377,1.1487,1.1371
21-Dec-18,1.1369,1.1447,1.1477,1.1353
24-Dec-18,1.14,1.137,1.1439,1.135
25-Dec-18,1.1362,1.14,1.1429,1.1361
26-Dec-18,1.1353,1.1363,1.1423,1.1342
27-Dec-18,1.143,1.1353,1.1457,1.1349
28-Dec-18,1.1438,1.1429,1.1478,1.1424
31-Dec-18,1.147,1.1443,1.147,1.1421
1-Jan-19,1.1464,1.1466,1.1481,1.1425
2-Jan-19,1.1343,1.1464,1.1499,1.1325
3-Jan-19,1.1394,1.1345,1.1413,1.1309
4-Jan-19,1.1395,1.1393,1.1422,1.1345
7-Jan-19,1.1476,1.1392,1.1485,1.1392
8-Jan-19,1.1442,1.1476,1.1487,1.1422
9-Jan-19,1.1543,1.1444,1.1556,1.1435
10-Jan-19,1.15,1.1542,1.1572,1.1485
11-Jan-19,1.1469,1.1499,1.1542,1.1457
14-Jan-19,1.1477,1.1471,1.1485,1.144
15-Jan-19,1.1417,1.1473,1.1494,1.1381
16-Jan-19,1.14,1.1414,1.1429,1.1377
17-Jan-19,1.1398,1.1396,1.141,1.1369
18-Jan-19,1.1363,1.1389,1.1413,1.1352
21-Jan-19,1.1366,1.1371,1.1409,1.1355
22-Jan-19,1.1359,1.1365,1.1386,1.1334
23-Jan-19,1.1381,1.1358,1.1397,1.1348
